date,datetime,day_index,hour,rented_bike_count,temperature,humidity,wind_speed,visibility,dew_point_temperature,solar_radiation,rainfall,snowfall,season,holiday,functioning_day
2018-05-16,2018-05-16T16:00:00Z,167,16,223,21.8,97,1.8,206,21.2,0.18,0,0,Spring,No Holiday,Yes
2018-05-16,2018-05-16T17:00:00Z,167,17,304,21.9,97,3.2,207,21.3,0.14,0.5,0,Spring,No Holiday,Yes
2018-05-16,2018-05-16T18:00:00Z,167,18,562,21.9,97,2.1,191,21.3,0.08,0,0,Spring,No Holiday,Yes
2018-05-16,2018-05-16T19:00:00Z,167,19,404,21.9,97,2.2,196,21.3,0.01,0,0,Spring,No Holiday,Yes
2018-05-16,2018-05-16T20:00:00Z,167,20,338,21.8,97,2.2,156,21.2,0,0.5,0,Spring,No Holiday,Yes
2018-05-16,2018-05-16T21:00:00Z,167,21,398,21.8,97,1.3,160,21.2,0,0.5,0,Spring,No Holiday,Yes
2018-05-16,2018-05-16T22:00:00Z,167,22,399,21.9,97,1.5,164,21.3,0,0,0,Spring,No Holiday,Yes
2018-05-16,2018-05-16T23:00:00Z,167,23,225,22,97,0.9,158,21.4,0,0,0,Spring,No Holiday,Yes
2018-05-17,2018-05-17T00:00:00Z,168,0,118,22,97,1.6,152,21.4,0,0.5,0,Spring,No Holiday,Yes
2018-05-17,2018-05-17T01:00:00Z,168,1,144,22,97,2.1,192,21.4,0,0.5,0,Spring,No Holiday,Yes
2018-05-17,2018-05-17T02:00:00Z,168,2,78,21.8,97,1.3,175,21.2,0,1,0,Spring,No Holiday,Yes
2018-05-17,2018-05-17T03:00:00Z,168,3,38,21.8,98,0.6,113,21.4,0,2.5,0,Spring,No Holiday,Yes
2018-05-17,2018-05-17T04:00:00Z,168,4,51,19.2,98,2.4,1965,18.8,0,19,0,Spring,No Holiday,Yes
2018-05-17,2018-05-17T05:00:00Z,168,5,54,18.8,97,0.9,1927,18.3,0,0,0,Spring,No Holiday,Yes
2018-05-17,2018-05-17T06:00:00Z,168,6,69,18.9,98,0.3,338,18.5,0,0,0,Spring,No Holiday,Yes
2018-05-17,2018-05-17T07:00:00Z,168,7,80,19.1,98,0.3,125,18.7,0,0,0,Spring,No Holiday,Yes
2018-05-17,2018-05-17T08:00:00Z,168,8,152,19.7,98,0.5,1958,19.3,0.12,13.5,0,Spring,No Holiday,Yes
2018-05-17,2018-05-17T09:00:00Z,168,9,28,19.7,98,0.5,659,19.3,0.05,10,0,Spring,No Holiday,Yes
2018-05-17,2018-05-17T10:00:00Z,168,10,141,20.1,98,1.2,885,19.7,0.13,2,0,Spring,No Holiday,Yes
2018-05-17,2018-05-17T11:00:00Z,168,11,182,20.4,98,0.9,300,20,0.25,2.5,0,Spring,No Holiday,Yes
2018-05-17,2018-05-17T12:00:00Z,168,12,467,21.7,96,0.8,1773,21,0.81,1.5,0,Spring,No Holiday,Yes
2018-05-17,2018-05-17T13:00:00Z,168,13,592,23.4,83,1.7,1944,20.3,1.5,0,0,Spring,No Holiday,Yes
2018-05-17,2018-05-17T14:00:00Z,168,14,352,23.4,81,0.6,1921,19.9,0.5,0,0,Spring,No Holiday,Yes
2018-05-17,2018-05-17T15:00:00Z,168,15,186,22.8,95,1.6,294,21.9,0.11,0.5,0,Spring,No Holiday,Yes
2018-05-17,2018-05-17T16:00:00Z,168,16,102,22.9,95,0.4,385,22,0.31,0,0,Spring,No Holiday,Yes
2018-05-17,2018-05-17T17:00:00Z,168,17,131,22.7,96,0.4,249,22,0.11,2.5,0,Spring,No Holiday,Yes
2018-05-17,2018-05-17T18:00:00Z,168,18,431,22.6,97,1.1,304,22,0.07,1.5,0,Spring,No Holiday,Yes
2018-05-17,2018-05-17T19:00:00Z,168,19,29,22.3,96,2.6,191,21.6,0,0,0,Spring,No Holiday,Yes
2018-05-17,2018-05-17T20:00:00Z,168,20,17,21.3,97,2.8,388,20.7,0,12.5,0,Spring,No Holiday,Yes
2018-05-17,2018-05-17T21:00:00Z,168,21,18,20.5,97,1.1,726,20,0,4,0,Spring,No Holiday,Yes
2018-05-17,2018-05-17T22:00:00Z,168,22,26,20.2,98,0.5,468,19.8,0,6,0,Spring,No Holiday,Yes
2018-05-17,2018-05-17T23:00:00Z,168,23,35,20,98,1.8,589,19.6,0,2.5,0,Spring,No Holiday,Yes
2018-05-18,2018-05-18T00:00:00Z,169,0,129,19.3,97,1.8,523,18.8,0,1,0,Spring,No Holiday,Yes
2018-05-18,2018-05-18T01:00:00Z,169,1,116,19,97,1.5,278,18.5,0,1,0,Spring,No Holiday,Yes
2018-05-18,2018-05-18T02:00:00Z,169,2,48,18.8,98,1.5,237,18.4,0,0.5,0,Spring,No Holiday,Yes
2018-05-18,2018-05-18T03:00:00Z,169,3,47,18.3,98,1.6,320,17.9,0,2,0,Spring,No Holiday,Yes
2018-05-18,2018-05-18T04:00:00Z,169,4,22,18.1,98,1.7,223,17.7,0,1,0,Spring,No Holiday,Yes
2018-05-18,2018-05-18T05:00:00Z,169,5,29,17.8,98,1,457,17.4,0,0.5,0,Spring,No Holiday,Yes
2018-05-18,2018-05-18T06:00:00Z,169,6,77,17.4,98,0.3,234,17,0,0,0,Spring,No Holiday,Yes
2018-05-18,2018-05-18T07:00:00Z,169,7,210,16.6,98,0.6,219,16.2,0.01,0.5,0,Spring,No Holiday,Yes
2018-05-18,2018-05-18T08:00:00Z,169,8,400,16.4,98,0.3,514,16,0.11,0,0,Spring,No Holiday,Yes
2018-05-18,2018-05-18T09:00:00Z,169,9,427,16.6,98,0.6,301,16.2,0.18,0.5,0,Spring,No Holiday,Yes
2018-05-18,2018-05-18T10:00:00Z,169,10,454,16.3,97,1,693,15.8,0.37,0,0,Spring,No Holiday,Yes
2018-05-18,2018-05-18T11:00:00Z,169,11,352,16.6,96,0.7,539,15.9,0.41,0,0,Spring,No Holiday,Yes
2018-05-18,2018-05-18T12:00:00Z,169,12,185,16.6,96,0.8,430,15.9,0.34,0,0,Spring,No Holiday,Yes
2018-05-18,2018-05-18T13:00:00Z,169,13,509,16.7,93,1,1373,15.5,0.72,0.5,0,Spring,No Holiday,Yes
2018-05-18,2018-05-18T14:00:00Z,169,14,697,16.7,88,1.5,1760,14.6,0.72,0,0,Spring,No Holiday,Yes
2018-05-18,2018-05-18T15:00:00Z,169,15,906,16.7,85,1.2,2000,14.1,0.49,0,0,Spring,No Holiday,Yes
2018-05-18,2018-05-18T16:00:00Z,169,16,1182,17,82,1.9,2000,13.8,0.84,0,0,Spring,No Holiday,Yes
2018-05-18,2018-05-18T17:00:00Z,169,17,1551,17.2,81,1.2,2000,13.9,0.57,0,0,Spring,No Holiday,Yes
2018-05-18,2018-05-18T18:00:00Z,169,18,2261,17.5,79,1.5,2000,13.8,0.57,0,0,Spring,No Holiday,Yes
2018-05-18,2018-05-18T19:00:00Z,169,19,1751,17,76,1.5,2000,12.7,0.29,0,0,Spring,No Holiday,Yes
2018-05-18,2018-05-18T20:00:00Z,169,20,1386,16.2,76,2.1,2000,11.9,0.02,0,0,Spring,No Holiday,Yes
2018-05-18,2018-05-18T21:00:00Z,169,21,1263,15.3,73,2.3,2000,10.4,0,0,0,Spring,No Holiday,Yes
2018-05-18,2018-05-18T22:00:00Z,169,22,1221,14.2,73,1.9,2000,9.4,0,0,0,Spring,No Holiday,Yes
2018-05-18,2018-05-18T23:00:00Z,169,23,864,13.2,68,1.8,2000,7.4,0,0,0,Spring,No Holiday,Yes
2018-05-19,2018-05-19T00:00:00Z,170,0,689,12.2,67,1.2,2000,6.2,0,0,0,Spring,No Holiday,Yes
2018-05-19,2018-05-19T01:00:00Z,170,1,676,11.4,74,1.3,2000,6.9,0,0,0,Spring,No Holiday,Yes
2018-05-19,2018-05-19T02:00:00Z,170,2,526,11.1,74,1.9,2000,6.6,0,0,0,Spring,No Holiday,Yes
2018-05-19,2018-05-19T03:00:00Z,170,3,320,10.7,73,1.3,2000,6,0,0,0,Spring,No Holiday,Yes
2018-05-19,2018-05-19T04:00:00Z,170,4,213,10.5,73,1.2,2000,5.8,0,0,0,Spring,No Holiday,Yes
2018-05-19,2018-05-19T05:00:00Z,170,5,198,10.4,71,1.1,2000,5.3,0,0,0,Spring,No Holiday,Yes
2018-05-19,2018-05-19T06:00:00Z,170,6,234,10.5,70,1,2000,5.2,0.03,0,0,Spring,No Holiday,Yes
2018-05-19,2018-05-19T07:00:00Z,170,7,436,11.4,0,1.4,2000,4.5,0.46,0,0,Spring,No Holiday,Yes
2018-05-19,2018-05-19T08:00:00Z,170,8,766,13.7,57,1.4,2000,5.3,1.28,0,0,Spring,No Holiday,Yes
2018-05-19,2018-05-19T09:00:00Z,170,9,932,15.7,49,1.6,2000,5,2,0,0,Spring,No Holiday,Yes
2018-05-19,2018-05-19T10:00:00Z,170,10,1051,17.2,45,2.1,2000,5.1,2.61,0,0,Spring,No Holiday,Yes
2018-05-19,2018-05-19T11:00:00Z,170,11,1290,19,44,1.4,2000,6.4,3.12,0,0,Spring,No Holiday,Yes
2018-05-19,2018-05-19T12:00:00Z,170,12,1573,20.5,42,2.1,2000,7.1,3.42,0,0,Spring,No Holiday,Yes
2018-05-19,2018-05-19T13:00:00Z,170,13,1865,21.9,39,2,2000,7.3,3.52,0,0,Spring,No Holiday,Yes
2018-05-19,2018-05-19T14:00:00Z,170,14,2128,22.8,39,2.6,1983,8.1,3.39,0,0,Spring,No Holiday,Yes
2018-05-19,2018-05-19T15:00:00Z,170,15,2268,23.9,37,1.6,2000,8.3,3.07,0,0,Spring,No Holiday,Yes
2018-05-19,2018-05-19T16:00:00Z,170,16,2479,24.5,34,1.5,2000,7.5,2.54,0,0,Spring,No Holiday,Yes
2018-05-19,2018-05-19T17:00:00Z,170,17,2355,24.5,35,1.8,1927,8,1.93,0,0,Spring,No Holiday,Yes
2018-05-19,2018-05-19T18:00:00Z,170,18,2439,24,34,1.7,2000,7.1,1.22,0,0,Spring,No Holiday,Yes
2018-05-19,2018-05-19T19:00:00Z,170,19,2140,22.6,34,1.5,2000,5.9,0.51,0,0,Spring,No Holiday,Yes
2018-05-19,2018-05-19T20:00:00Z,170,20,1872,20.9,34,1.4,2000,4.4,0.03,0,0,Spring,No Holiday,Yes
2018-05-19,2018-05-19T21:00:00Z,170,21,1780,19.5,34,1.3,2000,3.2,0,0,0,Spring,No Holiday,Yes
2018-05-19,2018-05-19T22:00:00Z,170,22,1595,18.4,34,1.2,2000,2.2,0,0,0,Spring,No Holiday,Yes
2018-05-19,2018-05-19T23:00:00Z,170,23,1169,17.1,37,1.3,2000,2.2,0,0,0,Spring,No Holiday,Yes
2018-05-20,2018-05-20T00:00:00Z,171,0,986,15.8,41,1.2,2000,2.5,0,0,0,Spring,No Holiday,Yes
2018-05-20,2018-05-20T01:00:00Z,171,1,713,14.7,43,1.2,2000,2.2,0,0,0,Spring,No Holiday,Yes
2018-05-20,2018-05-20T02:00:00Z,171,2,473,13.9,43,0.9,2000,1.5,0,0,0,Spring,No Holiday,Yes
2018-05-20,2018-05-20T03:00:00Z,171,3,347,13.5,41,1,2000,0.4,0,0,0,Spring,No Holiday,Yes
2018-05-20,2018-05-20T04:00:00Z,171,4,205,12.8,44,0.8,2000,0.8,0,0,0,Spring,No Holiday,Yes
2018-05-20,2018-05-20T05:00:00Z,171,5,160,12.1,47,1.6,2000,1.1,0,0,0,Spring,No Holiday,Yes
2018-05-20,2018-05-20T06:00:00Z,171,6,190,11.6,46,0.8,2000,0.3,0.05,0,0,Spring,No Holiday,Yes
2018-05-20,2018-05-20T07:00:00Z,171,7,341,12.3,43,0.6,2000,0,0.3,0,0,Spring,No Holiday,Yes
2018-05-20,2018-05-20T08:00:00Z,171,8,524,14.1,38,1,2000,0,0.72,0,0,Spring,No Holiday,Yes
2018-05-20,2018-05-20T09:00:00Z,171,9,676,16,34,1.3,2000,0.1,1,0,0,Spring,No Holiday,Yes
2018-05-20,2018-05-20T10:00:00Z,171,10,899,17,37,1.4,2000,2.1,0.94,0,0,Spring,No Holiday,Yes
2018-05-20,2018-05-20T11:00:00Z,171,11,1013,18.7,30,1.9,2000,0.7,1.66,0,0,Spring,No Holiday,Yes
2018-05-20,2018-05-20T12:00:00Z,171,12,1313,18.8,31,1.2,2000,1.2,0.92,0,0,Spring,No Holiday,Yes
2018-05-20,2018-05-20T13:00:00Z,171,13,1559,19.9,33,1.4,2000,3.1,1.28,0,0,Spring,No Holiday,Yes
2018-05-20,2018-05-20T14:00:00Z,171,14,1680,20.3,30,1.8,2000,2.1,1.01,0,0,Spring,No Holiday,Yes
2018-05-20,2018-05-20T15:00:00Z,171,15,1999,21,28,1.7,2000,1.7,1.16,0,0,Spring,No Holiday,Yes
2018-05-20,2018-05-20T16:00:00Z,171,16,2143,22.2,23,2.2,2000,0,1.66,0,0,Spring,No Holiday,Yes
2018-05-20,2018-05-20T17:00:00Z,171,17,2310,22.4,23,2.4,2000,0.2,1.89,0,0,Spring,No Holiday,Yes
2018-05-20,2018-05-20T18:00:00Z,171,18,2403,22.2,22,1.8,2000,-0.5,1.25,0,0,Spring,No Holiday,Yes
2018-05-20,2018-05-20T19:00:00Z,171,19,2145,20.8,24,2,2000,-0.5,0.56,0,0,Spring,No Holiday,Yes
2018-05-20,2018-05-20T20:00:00Z,171,20,1846,19,26,1.5,2000,-0.9,0.02,0,0,Spring,No Holiday,Yes
2018-05-20,2018-05-20T21:00:00Z,171,21,1636,17.8,26,1.3,2000,-1.9,0,0,0,Spring,No Holiday,Yes
2018-05-20,2018-05-20T22:00:00Z,171,22,1325,16.8,29,1.2,2000,-1.3,0,0,0,Spring,No Holiday,Yes
2018-05-20,2018-05-20T23:00:00Z,171,23,943,15.8,30,1.1,2000,-1.7,0,0,0,Spring,No Holiday,Yes
2018-05-21,2018-05-21T00:00:00Z,172,0,666,15.3,29,1.3,2000,-2.6,0,0,0,Spring,No Holiday,Yes
2018-05-21,2018-05-21T01:00:00Z,172,1,420,14.5,31,1.1,2000,-2.4,0,0,0,Spring,No Holiday,Yes
2018-05-21,2018-05-21T02:00:00Z,172,2,262,13.9,0,0.9,2000,-2.1,0,0,0,Spring,No Holiday,Yes
2018-05-21,2018-05-21T03:00:00Z,172,3,165,13,0,0.8,2000,-2.5,0,0,0,Spring,No Holiday,Yes
2018-05-21,2018-05-21T04:00:00Z,172,4,113,12.4,0,0.8,2000,-3.4,0,0,0,Spring,No Holiday,Yes
2018-05-21,2018-05-21T05:00:00Z,172,5,200,11.9,0,1.3,2000,-2.7,0,0,0,Spring,No Holiday,Yes
2018-05-21,2018-05-21T06:00:00Z,172,6,467,11.4,0,0.9,2000,-2,0.03,0,0,Spring,No Holiday,Yes
2018-05-21,2018-05-21T07:00:00Z,172,7,1135,12.3,0,0.9,1989,-2.7,0.48,0,0,Spring,No Holiday,Yes
2018-05-21,2018-05-21T08:00:00Z,172,8,1785,15.3,30,1.3,2000,-2.2,1.3,0,0,Spring,No Holiday,Yes
2018-05-21,2018-05-21T09:00:00Z,172,9,1118,17.7,27,1.3,2000,-1.5,2.02,0,0,Spring,No Holiday,Yes
2018-05-21,2018-05-21T10:00:00Z,172,10,962,19.3,27,1.4,2000,-0.1,2.63,0,0,Spring,No Holiday,Yes
2018-05-21,2018-05-21T11:00:00Z,172,11,1129,20.9,27,1.7,2000,1.1,3.11,0,0,Spring,No Holiday,Yes
2018-05-21,2018-05-21T12:00:00Z,172,12,1373,21.8,31,2.1,2000,3.9,3.39,0,0,Spring,No Holiday,Yes
2018-05-21,2018-05-21T13:00:00Z,172,13,1456,22.8,31,1.9,1923,4.7,3.49,0,0,Spring,No Holiday,Yes
2018-05-21,2018-05-21T14:00:00Z,172,14,1483,23.4,36,2.8,1947,7.4,3.11,0,0,Spring,No Holiday,Yes
2018-05-21,2018-05-21T15:00:00Z,172,15,1612,23.3,38,1.5,1963,8.1,2.13,0,0,Spring,No Holiday,Yes
2018-05-21,2018-05-21T16:00:00Z,172,16,1820,22.7,42,1.9,2000,9.1,1.13,0,0,Spring,No Holiday,Yes
2018-05-21,2018-05-21T17:00:00Z,172,17,2214,22.2,45,2.4,2000,9.6,0.83,0,0,Spring,No Holiday,Yes
2018-05-21,2018-05-21T18:00:00Z,172,18,3069,21.6,48,2.5,1884,10.1,0.61,0,0,Spring,No Holiday,Yes
2018-05-21,2018-05-21T19:00:00Z,172,19,2450,19.5,56,1.6,1600,10.4,0.29,0,0,Spring,No Holiday,Yes
2018-05-21,2018-05-21T20:00:00Z,172,20,2167,18.4,59,2.6,1476,10.2,0.04,0,0,Spring,No Holiday,Yes
2018-05-21,2018-05-21T21:00:00Z,172,21,2065,17.7,63,0.5,1324,10.5,0,0,0,Spring,No Holiday,Yes
2018-05-21,2018-05-21T22:00:00Z,172,22,1832,16.9,65,0.3,1281,10.2,0,0,0,Spring,No Holiday,Yes
2018-05-21,2018-05-21T23:00:00Z,172,23,1273,16.3,70,0.7,1293,10.8,0,0,0,Spring,No Holiday,Yes
2018-05-22,2018-05-22T00:00:00Z,173,0,957,16,71,0.5,1299,10.7,0,0,0,Spring,Holiday,Yes
2018-05-22,2018-05-22T01:00:00Z,173,1,810,15.9,71,1.1,1312,10.6,0,0,0,Spring,Holiday,Yes
2018-05-22,2018-05-22T02:00:00Z,173,2,590,15.7,74,1,1313,11,0,0,0,Spring,Holiday,Yes
2018-05-22,2018-05-22T03:00:00Z,173,3,406,15.5,0,0.7,1420,10.4,0,0,0,Spring,Holiday,Yes
2018-05-22,2018-05-22T04:00:00Z,173,4,248,15.6,0,0.5,1502,10.5,0,0,0,Spring,Holiday,Yes
2018-05-22,2018-05-22T05:00:00Z,173,5,182,15.7,0,0.6,1610,10.6,0,0,0,Spring,Holiday,Yes
2018-05-22,2018-05-22T06:00:00Z,173,6,277,15.5,0,0.5,1691,10.4,0.06,0,0,Spring,Holiday,Yes
2018-05-22,2018-05-22T07:00:00Z,173,7,443,16.3,69,0.7,1750,10.5,0.34,0,0,Spring,Holiday,Yes
2018-05-22,2018-05-22T08:00:00Z,173,8,694,18.2,63,0.8,1731,11,1,0,0,Spring,Holiday,Yes
2018-05-22,2018-05-22T09:00:00Z,173,9,912,19.3,62,0.8,1894,11.8,1.14,0,0,Spring,Holiday,Yes
2018-05-22,2018-05-22T10:00:00Z,173,10,1119,20.7,55,1.8,1698,11.3,1.43,0,0,Spring,Holiday,Yes
2018-05-22,2018-05-22T11:00:00Z,173,11,1438,21.9,55,1.4,1820,12.4,1.87,0,0,Spring,Holiday,Yes
2018-05-22,2018-05-22T12:00:00Z,173,12,1798,22.9,51,1.1,1591,12.2,1.8,0,0,Spring,Holiday,Yes
2018-05-22,2018-05-22T13:00:00Z,173,13,2000,22.7,52,1,1399,12.3,0.94,0,0,Spring,Holiday,Yes
2018-05-22,2018-05-22T14:00:00Z,173,14,1407,22.8,53,1.4,1630,12.7,0.98,0,0,Spring,Holiday,Yes
2018-05-22,2018-05-22T15:00:00Z,173,15,163,21.1,72,2.7,663,15.8,0.31,0.1,0,Spring,Holiday,Yes
2018-05-22,2018-05-22T16:00:00Z,173,16,86,19.5,80,1.2,553,15.9,0.53,0.4,0,Spring,Holiday,Yes
2018-05-22,2018-05-22T17:00:00Z,173,17,50,18.6,84,1.8,499,15.8,0.28,1,0,Spring,Holiday,Yes
2018-05-22,2018-05-22T18:00:00Z,173,18,30,17.9,93,1.2,258,16.7,0.13,2,0,Spring,Holiday,Yes
2018-05-22,2018-05-22T19:00:00Z,173,19,45,17.6,93,0.3,331,16.4,0.06,1.5,0,Spring,Holiday,Yes
2018-05-22,2018-05-22T20:00:00Z,173,20,30,17.2,85,1.4,467,14.6,0,0.5,0,Spring,Holiday,Yes
2018-05-22,2018-05-22T21:00:00Z,173,21,58,17,85,1.1,597,14.4,0,0.5,0,Spring,Holiday,Yes
2018-05-22,2018-05-22T22:00:00Z,173,22,29,16.8,87,0.6,447,14.6,0,0.5,0,Spring,Holiday,Yes
2018-05-22,2018-05-22T23:00:00Z,173,23,18,16.3,96,1.1,198,15.6,0,2.5,0,Spring,Holiday,Yes
2018-05-23,2018-05-23T00:00:00Z,174,0,32,15.8,97,2.4,181,15.3,0,3.5,0,Spring,No Holiday,Yes
2018-05-23,2018-05-23T01:00:00Z,174,1,25,15.3,97,3.2,178,14.8,0,3,0,Spring,No Holiday,Yes
2018-05-23,2018-05-23T02:00:00Z,174,2,34,15,97,2.5,236,14.5,0,3,0,Spring,No Holiday,Yes
2018-05-23,2018-05-23T03:00:00Z,174,3,43,14.9,96,2.2,636,14.2,0,0.5,0,Spring,No Holiday,Yes
2018-05-23,2018-05-23T04:00:00Z,174,4,59,15,97,1.4,1827,14.5,0,0,0,Spring,No Holiday,Yes
2018-05-23,2018-05-23T05:00:00Z,174,5,152,14.6,87,2.2,2000,12.4,0,0,0,Spring,No Holiday,Yes
2018-05-23,2018-05-23T06:00:00Z,174,6,436,13.9,83,3.2,2000,11,0.04,0,0,Spring,No Holiday,Yes
2018-05-23,2018-05-23T07:00:00Z,174,7,1241,13.6,75,1.6,1987,9.2,0.47,0,0,Spring,No Holiday,Yes
2018-05-23,2018-05-23T08:00:00Z,174,8,2035,14.6,70,3.1,2000,9.1,1.28,0,0,Spring,No Holiday,Yes
2018-05-23,2018-05-23T09:00:00Z,174,9,1125,16,60,1.9,1992,8.2,1.98,0,0,Spring,No Holiday,Yes
2018-05-23,2018-05-23T10:00:00Z,174,10,871,17.9,56,3.3,1919,8.9,2.63,0,0,Spring,No Holiday,Yes
2018-05-23,2018-05-23T11:00:00Z,174,11,1012,18.9,42,3.8,2000,5.6,3.13,0,0,Spring,No Holiday,Yes
2018-05-23,2018-05-23T12:00:00Z,174,12,1216,20.1,37,4,1910,4.9,3.44,0,0,Spring,No Holiday,Yes
2018-05-23,2018-05-23T13:00:00Z,174,13,1167,20.9,33,3.9,1853,4,3.52,0,0,Spring,No Holiday,Yes
2018-05-23,2018-05-23T14:00:00Z,174,14,1183,22,33,3.4,1966,4.9,3.41,0,0,Spring,No Holiday,Yes
2018-05-23,2018-05-23T15:00:00Z,174,15,1332,23,29,2.9,1876,3.9,3.11,0,0,Spring,No Holiday,Yes
2018-05-23,2018-05-23T16:00:00Z,174,16,1563,23,33,4.2,1880,5.8,2.57,0,0,Spring,No Holiday,Yes
2018-05-23,2018-05-23T17:00:00Z,174,17,2069,22.4,39,3.2,1943,7.7,1.9,0,0,Spring,No Holiday,Yes
2018-05-23,2018-05-23T18:00:00Z,174,18,3123,21.7,40,3.5,1987,7.4,1.18,0,0,Spring,No Holiday,Yes
2018-05-23,2018-05-23T19:00:00Z,174,19,2454,18.8,52,3.4,2000,8.7,0.49,0,0,Spring,No Holiday,Yes
2018-05-23,2018-05-23T20:00:00Z,174,20,2001,16.7,61,1.9,2000,9.1,0.05,0,0,Spring,No Holiday,Yes
2018-05-23,2018-05-23T21:00:00Z,174,21,1833,15.4,61,1.1,1959,7.9,0,0,0,Spring,No Holiday,Yes
2018-05-23,2018-05-23T22:00:00Z,174,22,1588,14.8,59,1,1740,6.8,0,0,0,Spring,No Holiday,Yes
2018-05-23,2018-05-23T23:00:00Z,174,23,1080,14.6,54,1.5,1596,5.3,0,0,0,Spring,No Holiday,Yes
2018-05-24,2018-05-24T00:00:00Z,175,0,778,13.7,51,1.3,1651,3.7,0,0,0,Spring,No Holiday,Yes
2018-05-24,2018-05-24T01:00:00Z,175,1,578,12.9,62,0.6,1557,5.7,0,0,0,Spring,No Holiday,Yes
2018-05-24,2018-05-24T02:00:00Z,175,2,385,12.5,54,0.7,1500,3.4,0,0,0,Spring,No Holiday,Yes
2018-05-24,2018-05-24T03:00:00Z,175,3,265,12.1,64,0.8,1538,5.4,0,0,0,Spring,No Holiday,Yes
2018-05-24,2018-05-24T04:00:00Z,175,4,161,11.7,64,1.6,1578,5.1,0,0,0,Spring,No Holiday,Yes
2018-05-24,2018-05-24T05:00:00Z,175,5,205,11.3,64,1.2,1634,4.7,0,0,0,Spring,No Holiday,Yes
2018-05-24,2018-05-24T06:00:00Z,175,6,530,11.4,67,1,1600,5.4,0.04,0,0,Spring,No Holiday,Yes
2018-05-24,2018-05-24T07:00:00Z,175,7,1390,12.5,61,1.3,1818,5.1,0.42,0,0,Spring,No Holiday,Yes
2018-05-24,2018-05-24T08:00:00Z,175,8,2081,15.2,50,1.6,1530,4.8,1.1,0,0,Spring,No Holiday,Yes
2018-05-24,2018-05-24T09:00:00Z,175,9,1226,17.6,30,1.1,1531,0,1.79,0,0,Spring,No Holiday,Yes
2018-05-24,2018-05-24T10:00:00Z,175,10,880,19.9,27,2.7,1775,0.3,2.44,0,0,Spring,No Holiday,Yes
2018-05-24,2018-05-24T11:00:00Z,175,11,922,21.5,30,2.9,1779,3.1,2.92,0,0,Spring,No Holiday,Yes
2018-05-24,2018-05-24T12:00:00Z,175,12,1087,22.1,36,5.3,1696,6.3,3.2,0,0,Spring,No Holiday,Yes
2018-05-24,2018-05-24T13:00:00Z,175,13,1078,23.3,35,3.7,1874,6.9,3.28,0,0,Spring,No Holiday,Yes
2018-05-24,2018-05-24T14:00:00Z,175,14,1059,23.2,36,4.9,1597,7.2,3.18,0,0,Spring,No Holiday,Yes
2018-05-24,2018-05-24T15:00:00Z,175,15,1174,23.5,36,3.2,1786,7.5,2.91,0,0,Spring,No Holiday,Yes
2018-05-24,2018-05-24T16:00:00Z,175,16,1455,23.5,36,4,1763,7.5,2.42,0,0,Spring,No Holiday,Yes
2018-05-24,2018-05-24T17:00:00Z,175,17,1863,23.4,38,2.7,1885,8.2,1.76,0,0,Spring,No Holiday,Yes
2018-05-24,2018-05-24T18:00:00Z,175,18,2825,22.6,39,2.8,1655,7.9,1.1,0,0,Spring,No Holiday,Yes
2018-05-24,2018-05-24T19:00:00Z,175,19,2334,21.1,44,2.6,1512,8.3,0.41,0,0,Spring,No Holiday,Yes
2018-05-24,2018-05-24T20:00:00Z,175,20,1902,20,46,2.6,1414,8,0.05,0,0,Spring,No Holiday,Yes
2018-05-24,2018-05-24T21:00:00Z,175,21,1838,19.3,50,1.7,1381,8.6,0,0,0,Spring,No Holiday,Yes
2018-05-24,2018-05-24T22:00:00Z,175,22,1678,18.6,54,2.3,1328,9,0,0,0,Spring,No Holiday,Yes
2018-05-24,2018-05-24T23:00:00Z,175,23,1087,18.1,56,1.6,1095,9.1,0,0,0,Spring,No Holiday,Yes
2018-05-25,2018-05-25T00:00:00Z,176,0,831,17.6,57,1.8,943,8.9,0,0,0,Spring,No Holiday,Yes
2018-05-25,2018-05-25T01:00:00Z,176,1,610,16.9,61,1,844,9.3,0,0,0,Spring,No Holiday,Yes
2018-05-25,2018-05-25T02:00:00Z,176,2,437,16.1,70,0.6,787,10.6,0,0,0,Spring,No Holiday,Yes
2018-05-25,2018-05-25T03:00:00Z,176,3,286,15.4,71,0.5,780,10.1,0,0,0,Spring,No Holiday,Yes
2018-05-25,2018-05-25T04:00:00Z,176,4,188,14.8,71,0.4,700,9.5,0,0,0,Spring,No Holiday,Yes
2018-05-25,2018-05-25T05:00:00Z,176,5,201,14.3,75,0.6,635,9.9,0,0,0,Spring,No Holiday,Yes
2018-05-25,2018-05-25T06:00:00Z,176,6,531,13.8,74,0.7,644,9.2,0.05,0,0,Spring,No Holiday,Yes
2018-05-25,2018-05-25T07:00:00Z,176,7,1250,14.4,66,1.1,704,8.1,0.42,0,0,Spring,No Holiday,Yes
2018-05-25,2018-05-25T08:00:00Z,176,8,1996,17.1,57,1.7,792,8.5,1.21,0,0,Spring,No Holiday,Yes
2018-05-25,2018-05-25T09:00:00Z,176,9,1121,19.5,44,1.3,995,6.9,1.88,0,0,Spring,No Holiday,Yes
2018-05-25,2018-05-25T10:00:00Z,176,10,819,21.4,30,2.5,1730,3,2.53,0,0,Spring,No Holiday,Yes
